id,user_id,product_id,interaction_type,session_id,metadata,created_at
6975293e-4ccc-4f01-894c-9215ee27092e,7dba91f3-cb5a-40ce-9269-30acbde046f1,a31954ad-5c6c-4a28-9cb0-2c6c3dfe99cd,search_click,95719bbb5d53414089b887a48453b90a,"{""query"": ""cozy winter streetwear"", ""rank"": 2, ""device"": ""desktop""}",2025-08-17 01:48:00.756240+00
640d0ea8-8640-4e59-aed5-96cd6f1bd384,7dba91f3-cb5a-40ce-9269-30acbde046f1,a31954ad-5c6c-4a28-9cb0-2c6c3dfe99cd,view,95719bbb5d53414089b887a48453b90a,"{""referrer"": ""search"", ""dwell_sec"": 39}",2025-08-17 01:48:15.756240+00
c6ecfc6c-362e-407e-9391-3f4e4cdb80a1,7dba91f3-cb5a-40ce-9269-30acbde046f1,d9fd706a-05fe-4cbf-aa17-ef87fba1bb1b,search_click,95719bbb5d53414089b887a48453b90a,"{""query"": ""cozy winter streetwear"", ""rank"": 3, ""device"": ""mobile""}",2025-08-17 01:48:24.756240+00
162b1bde-39ef-436d-b203-18405b1f36ba,7dba91f3-cb5a-40ce-9269-30acbde046f1,d9fd706a-05fe-4cbf-aa17-ef87fba1bb1b,view,95719bbb5d53414089b887a48453b90a,"{""referrer"": ""search"", ""dwell_sec"": 32}",2025-08-17 01:48:37.756240+00
a0f3333b-2563-4a1e-a360-080331947939,7dba91f3-cb5a-40ce-9269-30acbde046f1,58bce0b5-fe59-44c4-a5e4-0242444215bf,search_click,95719bbb5d53414089b887a48453b90a,"{""query"": ""cozy winter streetwear"", ""rank"": 4, ""device"": ""desktop""}",2025-08-17 01:49:23.756240+00
34210bc0-e974-4c58-80e9-9b2aa2dd1f56,7dba91f3-cb5a-40ce-9269-30acbde046f1,58bce0b5-fe59-44c4-a5e4-0242444215bf,view,95719bbb5d53414089b887a48453b90a,"{""referrer"": ""search"", ""dwell_sec"": 87}",2025-08-17 01:49:38.756240+00
f2104837-0fea-4d5b-b933-3d79ca51920f,7dba91f3-cb5a-40ce-9269-30acbde046f1,979f809c-bc8f-4eec-89ce-de32b4175b32,search_click,95719bbb5d53414089b887a48453b90a,"{""query"": ""cozy winter streetwear"", ""rank"": 5, ""device"": ""mobile""}",2025-08-17 01:50:12.756240+00
d9e8d263-08bd-415c-92ab-57842bbb586e,7dba91f3-cb5a-40ce-9269-30acbde046f1,979f809c-bc8f-4eec-89ce-de32b4175b32,view,95719bbb5d53414089b887a48453b90a,"{""referrer"": ""search"", ""dwell_sec"": 22}",2025-08-17 01:50:23.756240+00
e83516a0-70fc-45e8-a71b-e80a3a956d44,7dba91f3-cb5a-40ce-9269-30acbde046f1,979f809c-bc8f-4eec-89ce-de32b4175b32,add_to_cart,95719bbb5d53414089b887a48453b90a,"{""variant_id"": ""a08e6120-aecf-47ac-b82a-3deeb3e190f1"", ""quantity"": 1}",2025-08-17 01:50:43.756240+00
f8f2a277-a149-4e73-8541-7c41c7043512,7dba91f3-cb5a-40ce-9269-30acbde046f1,979f809c-bc8f-4eec-89ce-de32b4175b32,abandon_cart,95719bbb5d53414089b887a48453b90a,{},2025-08-17 01:50:51.756240+00
23274105-d621-4b07-a901-4b9133787adc,694c59a6-b923-41fc-8683-14b185f3054a,274fb507-6d75-46b0-87f5-8d873644c52c,search_click,0752a15893814f15bb7597606b932290,"{""query"": ""summer breathable formal"", ""rank"": 1, ""device"": ""mobile""}",2025-08-22 08:49:54.756240+00
13e1c165-e121-4dfa-a072-c4c58867abc3,694c59a6-b923-41fc-8683-14b185f3054a,274fb507-6d75-46b0-87f5-8d873644c52c,view,0752a15893814f15bb7597606b932290,"{""referrer"": ""search"", ""dwell_sec"": 25}",2025-08-22 08:50:08.756240+00
c6dec7eb-6215-46ff-8a44-5cd641b83826,694c59a6-b923-41fc-8683-14b185f3054a,d9fd706a-05fe-4cbf-aa17-ef87fba1bb1b,search_click,0752a15893814f15bb7597606b932290,"{""query"": ""summer breathable formal"", ""rank"": 2, ""device"": ""mobile""}",2025-08-22 08:50:47.756240+00
cefc7bb2-dd85-4cdb-bff8-494789ca1da6,694c59a6-b923-41fc-8683-14b185f3054a,d9fd706a-05fe-4cbf-aa17-ef87fba1bb1b,view,0752a15893814f15bb7597606b932290,"{""referrer"": ""search"", ""dwell_sec"": 67}",2025-08-22 08:51:00.756240+00
89d78537-db90-4b4e-85ec-4b0e8a4bcc98,694c59a6-b923-41fc-8683-14b185f3054a,d9fd706a-05fe-4cbf-aa17-ef87fba1bb1b,wishlist_add,0752a15893814f15bb7597606b932290,{},2025-08-22 08:51:06.756240+00
494053a4-f4db-432a-9f02-eb47551fd19b,694c59a6-b923-41fc-8683-14b185f3054a,274fb507-6d75-46b0-87f5-8d873644c52c,add_to_cart,0752a15893814f15bb7597606b932290,"{""variant_id"": ""9bba37b9-5099-4190-a8eb-08fb51c3538b"", ""quantity"": 2}",2025-08-22 08:51:30.756240+00
7966aa5b-486f-4eed-8bae-91597dff2800,694c59a6-b923-41fc-8683-14b185f3054a,274fb507-6d75-46b0-87f5-8d873644c52c,checkout_start,0752a15893814f15bb7597606b932290,{},2025-08-22 08:52:09.756240+00
a5edf2fe-51f1-4d69-8a0c-d6f41c5a1c93,694c59a6-b923-41fc-8683-14b185f3054a,6d056ecb-5e47-44bb-b9ef-d33e87f98d96,search_click,2243b1b9e69c40e39118365444e2f372,"{""query"": ""classic leather sustainable"", ""rank"": 1, ""device"": ""desktop""}",2025-09-24 12:15:54.756240+00
7ad809cc-6ba4-45d1-8cc4-e2e99e99b81f,694c59a6-b923-41fc-8683-14b185f3054a,6d056ecb-5e47-44bb-b9ef-d33e87f98d96,view,2243b1b9e69c40e39118365444e2f372,"{""referrer"": ""search"", ""dwell_sec"": 70}",2025-09-24 12:15:59.756240+00
9a76bc0f-3cf2-435c-a7f5-897524e0c27d,694c59a6-b923-41fc-8683-14b185f3054a,60a51ad1-ba52-43e5-9218-54e27ca857e0,search_click,2243b1b9e69c40e39118365444e2f372,"{""query"": ""classic leather sustainable"", ""rank"": 2, ""device"": ""desktop""}",2025-09-24 12:16:19.756240+00
f6806a6d-52ea-4887-b1c9-6b5a8e48f447,694c59a6-b923-41fc-8683-14b185f3054a,60a51ad1-ba52-43e5-9218-54e27ca857e0,view,2243b1b9e69c40e39118365444e2f372,"{""referrer"": ""search"", ""dwell_sec"": 32}",2025-09-24 12:16:37.756240+00
10c2ab79-928b-4186-bcf7-a57225e965fa,694c59a6-b923-41fc-8683-14b185f3054a,60a51ad1-ba52-43e5-9218-54e27ca857e0,search_click,2243b1b9e69c40e39118365444e2f372,"{""query"": ""classic leather sustainable"", ""rank"": 3, ""device"": ""mobile""}",2025-09-24 12:17:16.756240+00
f8c666e0-6b02-4fbc-a274-fc59a7736e56,694c59a6-b923-41fc-8683-14b185f3054a,60a51ad1-ba52-43e5-9218-54e27ca857e0,view,2243b1b9e69c40e39118365444e2f372,"{""referrer"": ""search"", ""dwell_sec"": 36}",2025-09-24 12:17:34.756240+00
99179903-8c5a-4874-832c-a294c363c833,694c59a6-b923-41fc-8683-14b185f3054a,100a25a8-1074-4082-bf3e-619e6bf0ed06,search_click,2243b1b9e69c40e39118365444e2f372,"{""query"": ""classic leather sustainable"", ""rank"": 4, ""device"": ""desktop""}",2025-09-24 12:18:29.756240+00
b2b456b6-199c-48b9-9f69-c889cfebdea7,694c59a6-b923-41fc-8683-14b185f3054a,100a25a8-1074-4082-bf3e-619e6bf0ed06,view,2243b1b9e69c40e39118365444e2f372,"{""referrer"": ""search"", ""dwell_sec"": 29}",2025-09-24 12:18:45.756240+00
95826513-e767-42fa-b4ec-51ca2caffb45,694c59a6-b923-41fc-8683-14b185f3054a,100a25a8-1074-4082-bf3e-619e6bf0ed06,wishlist_add,2243b1b9e69c40e39118365444e2f372,{},2025-09-24 12:18:56.756240+00
02fd688a-5228-4c31-b6b0-ec13dc0a4bbf,694c59a6-b923-41fc-8683-14b185f3054a,6d056ecb-5e47-44bb-b9ef-d33e87f98d96,add_to_cart,2243b1b9e69c40e39118365444e2f372,"{""variant_id"": ""78f495d4-109a-4d87-9e88-202641f031d5"", ""quantity"": 1}",2025-09-24 12:19:23.756240+00
7b99a490-86f8-48ca-b3b5-adc5d42270c0,694c59a6-b923-41fc-8683-14b185f3054a,6d056ecb-5e47-44bb-b9ef-d33e87f98d96,abandon_cart,2243b1b9e69c40e39118365444e2f372,{},2025-09-24 12:19:49.756240+00
acc331a8-95a1-4781-9e2f-9e33f00822b2,694c59a6-b923-41fc-8683-14b185f3054a,b0de0f60-82c8-4e43-a209-4528f01d0b4a,search_click,7477729f07af47429ae976971c08267d,"{""query"": ""elegant pleated formal winter"", ""rank"": 1, ""device"": ""desktop""}",2025-09-28 11:42:54.756240+00
23abfd78-4a05-484f-b93c-173461023ef9,694c59a6-b923-41fc-8683-14b185f3054a,b0de0f60-82c8-4e43-a209-4528f01d0b4a,view,7477729f07af47429ae976971c08267d,"{""referrer"": ""search"", ""dwell_sec"": 66}",2025-09-28 11:43:12.756240+00
6c903d26-ce28-4de4-8fd3-96672c83ddbe,694c59a6-b923-41fc-8683-14b185f3054a,80bf27c4-ceeb-45bb-b9d0-3696000167be,search_click,7477729f07af47429ae976971c08267d,"{""query"": ""elegant pleated formal winter"", ""rank"": 2, ""device"": ""desktop""}",2025-09-28 11:43:30.756240+00
5f4ac8d2-759e-4f61-8d20-025ebaac725e,694c59a6-b923-41fc-8683-14b185f3054a,80bf27c4-ceeb-45bb-b9d0-3696000167be,view,7477729f07af47429ae976971c08267d,"{""referrer"": ""search"", ""dwell_sec"": 26}",2025-09-28 11:43:34.756240+00
57e43338-cb40-4660-a28e-c07e43002910,694c59a6-b923-41fc-8683-14b185f3054a,a72d121a-7487-438d-b961-cbbf19626135,search_click,7477729f07af47429ae976971c08267d,"{""query"": ""elegant pleated formal winter"", ""rank"": 3, ""device"": ""mobile""}",2025-09-28 11:44:03.756240+00
b2d68dec-935c-4652-b93d-1daf0cea3c80,694c59a6-b923-41fc-8683-14b185f3054a,a72d121a-7487-438d-b961-cbbf19626135,view,7477729f07af47429ae976971c08267d,"{""referrer"": ""search"", ""dwell_sec"": 38}",2025-09-28 11:44:18.756240+00
45c87120-535b-4ebc-b512-5e93d1424ea9,694c59a6-b923-41fc-8683-14b185f3054a,b0de0f60-82c8-4e43-a209-4528f01d0b4a,add_to_cart,7477729f07af47429ae976971c08267d,"{""variant_id"": ""e023286b-ba77-43ea-8ee0-f02e3c772f42"", ""quantity"": 1}",2025-09-28 11:45:13.756240+00
f3b72af0-978d-4572-87fc-ce32302326da,694c59a6-b923-41fc-8683-14b185f3054a,a72d121a-7487-438d-b961-cbbf19626135,add_to_cart,7477729f07af47429ae976971c08267d,"{""variant_id"": ""09edce58-18d8-457d-8769-c9ef1763fbfd"", ""quantity"": 1}",2025-09-28 11:45:21.756240+00
9d066b34-b094-4308-b51c-efe18c8b332b,694c59a6-b923-41fc-8683-14b185f3054a,b0de0f60-82c8-4e43-a209-4528f01d0b4a,checkout_start,7477729f07af47429ae976971c08267d,{},2025-09-28 11:45:58.756240+00
559645bc-e189-4b52-87d2-6330be475b66,694c59a6-b923-41fc-8683-14b185f3054a,8b635074-268f-466c-949e-aaaf0b143834,search_click,92981056cc24416daab52fc98b53733a,"{""query"": ""limited suede winter sustainable"", ""rank"": 1, ""device"": ""mobile""}",2025-10-06 10:06:54.756240+00
8f67d968-10b2-4316-a81d-97cc016e3e7a,694c59a6-b923-41fc-8683-14b185f3054a,8b635074-268f-466c-949e-aaaf0b143834,view,92981056cc24416daab52fc98b53733a,"{""referrer"": ""search"", ""dwell_sec"": 55}",2025-10-06 10:07:05.756240+00
eb2a75fb-eb24-46d6-8b16-c83f67260ca4,694c59a6-b923-41fc-8683-14b185f3054a,60a51ad1-ba52-43e5-9218-54e27ca857e0,search_click,92981056cc24416daab52fc98b53733a,"{""query"": ""limited suede winter sustainable"", ""rank"": 2, ""device"": ""desktop""}",2025-10-06 10:07:18.756240+00
895bcfe1-8071-45c0-9c8c-5f5ef933a4cd,694c59a6-b923-41fc-8683-14b185f3054a,60a51ad1-ba52-43e5-9218-54e27ca857e0,view,92981056cc24416daab52fc98b53733a,"{""referrer"": ""search"", ""dwell_sec"": 45}",2025-10-06 10:07:35.756240+00
71422284-e5f2-4319-9410-c1ce5d952666,694c59a6-b923-41fc-8683-14b185f3054a,80bf27c4-ceeb-45bb-b9d0-3696000167be,search_click,92981056cc24416daab52fc98b53733a,"{""query"": ""limited suede winter sustainable"", ""rank"": 3, ""device"": ""mobile""}",2025-10-06 10:08:28.756240+00
0b35917a-a4ce-4861-bf72-3c09ee3a9311,694c59a6-b923-41fc-8683-14b185f3054a,80bf27c4-ceeb-45bb-b9d0-3696000167be,view,92981056cc24416daab52fc98b53733a,"{""referrer"": ""search"", ""dwell_sec"": 63}",2025-10-06 10:08:31.756240+00
1f9812db-3b67-4c61-bfc3-75f1862e5c70,694c59a6-b923-41fc-8683-14b185f3054a,80bf27c4-ceeb-45bb-b9d0-3696000167be,add_to_cart,92981056cc24416daab52fc98b53733a,"{""variant_id"": ""9e9e1526-9f9e-4a4f-9d26-e46aa416f9f4"", ""quantity"": 1}",2025-10-06 10:09:15.756240+00
94110d19-a734-48ad-943b-7b54e22c9551,247b42be-a386-445d-a14c-13dc84560097,4b118e6e-16fe-4b89-b29c-17edd6303d62,search_click,140cbd787d3042c4a1071801761699f0,"{""query"": ""Linen Summer Blazer workwear casual"", ""rank"": 1, ""device"": ""desktop""}",2025-08-16 00:54:54.756240+00
b685e7c6-0d0a-4bb8-8bb9-5fe8ea28ae24,247b42be-a386-445d-a14c-13dc84560097,4b118e6e-16fe-4b89-b29c-17edd6303d62,view,140cbd787d3042c4a1071801761699f0,"{""referrer"": ""search"", ""dwell_sec"": 19}",2025-08-16 00:54:57.756240+00
2f41a831-1423-4dad-a974-413da4229e7c,247b42be-a386-445d-a14c-13dc84560097,45e64d53-de11-4614-8e1b-3b16aac95357,search_click,140cbd787d3042c4a1071801761699f0,"{""query"": ""Linen Summer Blazer workwear casual"", ""rank"": 2, ""device"": ""mobile""}",2025-08-16 00:55:06.756240+00
ad6dfa00-1e8e-42bc-8c43-d3004c463adf,247b42be-a386-445d-a14c-13dc84560097,45e64d53-de11-4614-8e1b-3b16aac95357,view,140cbd787d3042c4a1071801761699f0,"{""referrer"": ""search"", ""dwell_sec"": 52}",2025-08-16 00:55:10.756240+00
d5005ec5-4d7b-4b7c-b5b8-e4a2b917ee25,247b42be-a386-445d-a14c-13dc84560097,80bf27c4-ceeb-45bb-b9d0-3696000167be,search_click,140cbd787d3042c4a1071801761699f0,"{""query"": ""Linen Summer Blazer workwear casual"", ""rank"": 3, ""device"": ""mobile""}",2025-08-16 00:55:52.756240+00
b78e5273-a4fc-4571-9f9e-078227473bf3,247b42be-a386-445d-a14c-13dc84560097,80bf27c4-ceeb-45bb-b9d0-3696000167be,view,140cbd787d3042c4a1071801761699f0,"{""referrer"": ""search"", ""dwell_sec"": 21}",2025-08-16 00:56:08.756240+00
86d35c04-8132-4b16-b845-c6e949b596e7,247b42be-a386-445d-a14c-13dc84560097,4b118e6e-16fe-4b89-b29c-17edd6303d62,wishlist_add,140cbd787d3042c4a1071801761699f0,{},2025-08-16 00:56:15.756240+00
b1351e1a-6913-461f-b37b-42b8625d02e1,247b42be-a386-445d-a14c-13dc84560097,80bf27c4-ceeb-45bb-b9d0-3696000167be,add_to_cart,140cbd787d3042c4a1071801761699f0,"{""variant_id"": ""e30c40c5-80c2-43fb-814b-8237ad3c2656"", ""quantity"": 2}",2025-08-16 00:56:42.756240+00
e7d14724-b897-4cd6-84dd-70fae8197816,247b42be-a386-445d-a14c-13dc84560097,80bf27c4-ceeb-45bb-b9d0-3696000167be,checkout_start,140cbd787d3042c4a1071801761699f0,{},2025-08-16 00:57:26.756240+00
32596a73-28fd-4401-889c-8eb9ec5fab13,247b42be-a386-445d-a14c-13dc84560097,b6ce3169-694b-4c53-97e3-97364d3c6f4b,search_click,bd4d6f0731f0441b9c27db27de711a1d,"{""query"": ""casual essentials"", ""rank"": 1, ""device"": ""mobile""}",2025-08-15 16:09:54.756240+00
b34631ff-dec5-4a7a-8331-a798bc466633,247b42be-a386-445d-a14c-13dc84560097,b6ce3169-694b-4c53-97e3-97364d3c6f4b,view,bd4d6f0731f0441b9c27db27de711a1d,"{""referrer"": ""search"", ""dwell_sec"": 47}",2025-08-15 16:10:09.756240+00
019bdecf-5c2b-41c3-9540-f235a9f7ff0e,247b42be-a386-445d-a14c-13dc84560097,b6ce3169-694b-4c53-97e3-97364d3c6f4b,search_click,bd4d6f0731f0441b9c27db27de711a1d,"{""query"": ""casual essentials"", ""rank"": 2, ""device"": ""mobile""}",2025-08-15 16:10:31.756240+00
2fd18b45-878a-45ad-b4a2-7d73ae30cf08,247b42be-a386-445d-a14c-13dc84560097,b6ce3169-694b-4c53-97e3-97364d3c6f4b,view,bd4d6f0731f0441b9c27db27de711a1d,"{""referrer"": ""search"", ""dwell_sec"": 49}",2025-08-15 16:10:42.756240+00
f2586850-b795-4d37-afa5-36a3f29d0c38,247b42be-a386-445d-a14c-13dc84560097,b0925a87-018c-48ca-a1dd-fa67f1d7446a,search_click,bd4d6f0731f0441b9c27db27de711a1d,"{""query"": ""casual essentials"", ""rank"": 3, ""device"": ""desktop""}",2025-08-15 16:11:28.756240+00
a224097f-bc56-47d8-9a96-98575f7e4c35,247b42be-a386-445d-a14c-13dc84560097,b0925a87-018c-48ca-a1dd-fa67f1d7446a,view,bd4d6f0731f0441b9c27db27de711a1d,"{""referrer"": ""search"", ""dwell_sec"": 8}",2025-08-15 16:11:41.756240+00
a7c9b460-cce5-4032-ace9-bd26e0ef1f66,247b42be-a386-445d-a14c-13dc84560097,1d19f678-f760-4786-9b01-1fb8917f0220,search_click,bd4d6f0731f0441b9c27db27de711a1d,"{""query"": ""casual essentials"", ""rank"": 4, ""device"": ""desktop""}",2025-08-15 16:11:53.756240+00
d60b694e-4119-4417-8df5-a3c9d94d5273,247b42be-a386-445d-a14c-13dc84560097,1d19f678-f760-4786-9b01-1fb8917f0220,view,bd4d6f0731f0441b9c27db27de711a1d,"{""referrer"": ""search"", ""dwell_sec"": 79}",2025-08-15 16:12:01.756240+00
d1cac937-8c28-43ac-8fa3-6dcf79d04858,247b42be-a386-445d-a14c-13dc84560097,1d19f678-f760-4786-9b01-1fb8917f0220,wishlist_add,bd4d6f0731f0441b9c27db27de711a1d,{},2025-08-15 16:12:22.756240+00
11454d34-c4fe-43dc-8488-2bf0d7e3e213,247b42be-a386-445d-a14c-13dc84560097,b0925a87-018c-48ca-a1dd-fa67f1d7446a,add_to_cart,bd4d6f0731f0441b9c27db27de711a1d,"{""variant_id"": ""a730fe49-722d-461a-8290-bb61d5823708"", ""quantity"": 1}",2025-08-15 16:12:49.756240+00
7651dc86-5bba-45ec-9eb2-f289a6da9ff0,247b42be-a386-445d-a14c-13dc84560097,b0925a87-018c-48ca-a1dd-fa67f1d7446a,abandon_cart,bd4d6f0731f0441b9c27db27de711a1d,{},2025-08-15 16:13:21.756240+00
1b49c494-3747-4ea6-9887-a7dc62d82249,bb73c19e-1d1c-4430-8e84-1f922ebfd19f,100a25a8-1074-4082-bf3e-619e6bf0ed06,search_click,acfe7d94390c42bbbcdfd92c13c5321b,"{""query"": ""classic wool summer"", ""rank"": 1, ""device"": ""mobile""}",2025-09-20 16:26:54.756240+00
8502297f-490f-49d6-ba49-8db2d85f57f6,bb73c19e-1d1c-4430-8e84-1f922ebfd19f,100a25a8-1074-4082-bf3e-619e6bf0ed06,view,acfe7d94390c42bbbcdfd92c13c5321b,"{""referrer"": ""search"", ""dwell_sec"": 70}",2025-09-20 16:27:06.756240+00
81b6edb9-a755-4b7f-a8bc-97cfafab8b21,bb73c19e-1d1c-4430-8e84-1f922ebfd19f,a31954ad-5c6c-4a28-9cb0-2c6c3dfe99cd,search_click,acfe7d94390c42bbbcdfd92c13c5321b,"{""query"": ""classic wool summer"", ""rank"": 2, ""device"": ""desktop""}",2025-09-20 16:27:53.756240+00
0e175c7a-62d8-4dd5-8a72-1f6a1f1d7c47,bb73c19e-1d1c-4430-8e84-1f922ebfd19f,a31954ad-5c6c-4a28-9cb0-2c6c3dfe99cd,view,acfe7d94390c42bbbcdfd92c13c5321b,"{""referrer"": ""search"", ""dwell_sec"": 35}",2025-09-20 16:27:58.756240+00
c0d337ee-8ccd-42c2-a4d5-931bedc8052b,bb73c19e-1d1c-4430-8e84-1f922ebfd19f,979f809c-bc8f-4eec-89ce-de32b4175b32,search_click,acfe7d94390c42bbbcdfd92c13c5321b,"{""query"": ""classic wool summer"", ""rank"": 3, ""device"": ""desktop""}",2025-09-20 16:28:46.756240+00
d190ed1a-b8fb-4fea-ba01-b4a515b18bfb,bb73c19e-1d1c-4430-8e84-1f922ebfd19f,979f809c-bc8f-4eec-89ce-de32b4175b32,view,acfe7d94390c42bbbcdfd92c13c5321b,"{""referrer"": ""search"", ""dwell_sec"": 30}",2025-09-20 16:28:56.756240+00
169eac01-8177-4e2c-b1ee-bb8ca82c6792,bb73c19e-1d1c-4430-8e84-1f922ebfd19f,4f37e0ee-e916-47ea-affc-4d01665bb2db,search_click,acfe7d94390c42bbbcdfd92c13c5321b,"{""query"": ""classic wool summer"", ""rank"": 4, ""device"": ""mobile""}",2025-09-20 16:29:10.756240+00
67cbd544-ea49-466c-b3aa-bdaa4177ce8b,bb73c19e-1d1c-4430-8e84-1f922ebfd19f,4f37e0ee-e916-47ea-affc-4d01665bb2db,view,acfe7d94390c42bbbcdfd92c13c5321b,"{""referrer"": ""search"", ""dwell_sec"": 36}",2025-09-20 16:29:14.756240+00
e94ef95e-b5a0-416b-8022-193065bb0112,bb73c19e-1d1c-4430-8e84-1f922ebfd19f,80bf27c4-ceeb-45bb-b9d0-3696000167be,search_click,acfe7d94390c42bbbcdfd92c13c5321b,"{""query"": ""classic wool summer"", ""rank"": 5, ""device"": ""mobile""}",2025-09-20 16:29:49.756240+00
30700b3f-3047-4633-8eb7-36895a25dd96,bb73c19e-1d1c-4430-8e84-1f922ebfd19f,80bf27c4-ceeb-45bb-b9d0-3696000167be,view,acfe7d94390c42bbbcdfd92c13c5321b,"{""referrer"": ""search"", ""dwell_sec"": 58}",2025-09-20 16:30:06.756240+00
a81bae9a-df64-435b-92cb-b062e25aa11d,bb73c19e-1d1c-4430-8e84-1f922ebfd19f,cd548d76-1702-4cf5-a5d1-c2101fac11f2,search_click,acfe7d94390c42bbbcdfd92c13c5321b,"{""query"": ""classic wool summer"", ""rank"": 6, ""device"": ""mobile""}",2025-09-20 16:30:51.756240+00
50edc4e5-c10d-46f3-a39d-7f254244e4b7,bb73c19e-1d1c-4430-8e84-1f922ebfd19f,cd548d76-1702-4cf5-a5d1-c2101fac11f2,view,acfe7d94390c42bbbcdfd92c13c5321b,"{""referrer"": ""search"", ""dwell_sec"": 68}",2025-09-20 16:31:06.756240+00
faae51ad-1cf7-4bbc-838d-a21f0d28ccb4,bb73c19e-1d1c-4430-8e84-1f922ebfd19f,cd548d76-1702-4cf5-a5d1-c2101fac11f2,wishlist_add,acfe7d94390c42bbbcdfd92c13c5321b,{},2025-09-20 16:31:36.756240+00
d8449711-62c2-4c3a-a3c3-4f2eb9758651,bb73c19e-1d1c-4430-8e84-1f922ebfd19f,4f37e0ee-e916-47ea-affc-4d01665bb2db,add_to_cart,acfe7d94390c42bbbcdfd92c13c5321b,"{""variant_id"": ""470dc25e-8890-40b1-8b49-35160690f55a"", ""quantity"": 1}",2025-09-20 16:31:41.756240+00
8b2310ee-5d09-4e74-9624-7fa4e66a31f6,bb73c19e-1d1c-4430-8e84-1f922ebfd19f,aa9058c2-3702-4840-909d-4536f8ef27e7,search_click,2c875e5de1994ad1a429fec63ecb5bfa,"{""query"": ""luxury winter workwear summer"", ""rank"": 1, ""device"": ""mobile""}",2025-10-03 15:02:54.756240+00
cf79f6c7-ae5a-4028-b73b-1b6731decf2b,bb73c19e-1d1c-4430-8e84-1f922ebfd19f,aa9058c2-3702-4840-909d-4536f8ef27e7,view,2c875e5de1994ad1a429fec63ecb5bfa,"{""referrer"": ""search"", ""dwell_sec"": 24}",2025-10-03 15:03:09.756240+00
ba97d9e5-1d13-404c-9967-a5f76436732d,bb73c19e-1d1c-4430-8e84-1f922ebfd19f,60a51ad1-ba52-43e5-9218-54e27ca857e0,search_click,2c875e5de1994ad1a429fec63ecb5bfa,"{""query"": ""luxury winter workwear summer"", ""rank"": 2, ""device"": ""mobile""}",2025-10-03 15:03:59.756240+00
