id,name,slug,description,short_description,price,compare_at_price,cost_price,category_id,images,is_featured,is_active,inventory_quantity,sku,weight,tags,search_keywords,created_at,updated_at
979f809c-bc8f-4eec-89ce-de32b4175b32,Cashmere Scarf,cashmere-scarf,"Folded cashmere scarf on white seamless, soft diffused lighting, texture-forward close-up",Brushed cashmere winter scarf,79.00,99.00,0.00,ebbb5784-413a-4116-9602-932c72ae68e7,"[""https://ewebogkmqavqoxloyefq.supabase.co/storage/v1/object/public/product-images/products/cashmere-scarf/cashmere-scarf.png"",""https://ewebogkmqavqoxloyefq.supabase.co/storage/v1/object/public/product-images/products/cashmere-scarf/cashmere-scarf_variant.png""]",false,true,33,A-SCF-CS-020,,"[""cashmere"",""winter"",""cozy"",""gift"",""sale""]","[""Cashmere Scarf"",""cashmere"",""winter"",""cozy"",""gift"",""sale""]",2025-10-11 11:54:15.748971+00,2025-10-11 11:54:15.748971+00
a31954ad-5c6c-4a28-9cb0-2c6c3dfe99cd,Leather Wallet,leather-wallet,"Wallet on white seamless, 3/4 angle, open to show slots, clean shadow",Slim bi-fold leather wallet,89.00,,0.00,ebbb5784-413a-4116-9602-932c72ae68e7,"[""https://ewebogkmqavqoxloyefq.supabase.co/storage/v1/object/public/product-images/products/leather-wallet/leather-wallet.png"",""https://ewebogkmqavqoxloyefq.supabase.co/storage/v1/object/public/product-images/products/leather-wallet/leather-wallet_variant.png""]",false,true,36,A-WLT-LTH-024,,"[""leather"",""minimalist"",""everyday"",""gift""]","[""Leather Wallet"",""leather"",""minimalist"",""everyday"",""gift""]",2025-10-11 11:54:19.350126+00,2025-10-11 11:54:19.350126+00
a72d121a-7487-438d-b961-cbbf19626135,Leather Biker Jacket,leather-biker-jacket,"Studio photo of leather biker jacket on mannequin, white seamless, controlled specular highlights, front zip visible, 3/4 view",Premium leather moto jacket,499.00,599.00,0.00,6b1dfa1b-fab5-430f-be0c-1371ab8ec144,"[""https://ewebogkmqavqoxloyefq.supabase.co/storage/v1/object/public/product-images/products/leather-biker-jacket/leather-biker-jacket.png"",""https://ewebogkmqavqoxloyefq.supabase.co/storage/v1/object/public/product-images/products/leather-biker-jacket/leather-biker-jacket_onfigure.png""]",true,true,9,W-JKT-LTH-007,,"[""leather"",""outerwear"",""edgy"",""streetwear"",""luxury"",""sale""]","[""Leather Biker Jacket"",""leather"",""outerwear"",""edgy"",""streetwear"",""luxury"",""sale""]",2025-10-11 11:53:57.982394+00,2025-10-11 11:53:57.982394+00
aa9058c2-3702-4840-909d-4536f8ef27e7,Linen Resort Shirt,linen-resort-shirt,"Men’s linen resort shirt on mannequin, white seamless, airy feel, short sleeves, soft shadows",Breathable short-sleeve linen,99.00,,0.00,5e0965c4-4360-4ae8-be77-3a4c07773a3f,"[""https://ewebogkmqavqoxloyefq.supabase.co/storage/v1/object/public/product-images/products/linen-resort-shirt/linen-resort-shirt.png"",""https://ewebogkmqavqoxloyefq.supabase.co/storage/v1/object/public/product-images/products/linen-resort-shirt/linen-resort-shirt_onfigure.png""]",true,true,24,M-SRT-LN-015,,"[""linen"",""summer"",""resort"",""vacation""]","[""Linen Resort Shirt"",""linen"",""summer"",""resort"",""vacation""]",2025-10-11 11:54:10.752658+00,2025-10-11 11:54:10.752658+00
b0925a87-018c-48ca-a1dd-fa67f1d7446a,Minimalist Leather Belt,minimalist-leather-belt,"Belt coiled neatly on white seamless, overhead softbox, buckle centered, crisp details",Smooth leather belt with matte buckle,59.00,,0.00,ebbb5784-413a-4116-9602-932c72ae68e7,"[""https://ewebogkmqavqoxloyefq.supabase.co/storage/v1/object/public/product-images/products/minimalist-leather-belt/minimalist-leather-belt.png"",""https://ewebogkmqavqoxloyefq.supabase.co/storage/v1/object/public/product-images/products/minimalist-leather-belt/minimalist-leather-belt_variant.png""]",false,true,60,A-BLT-MN-019,,"[""leather"",""minimalist"",""classic"",""everyday""]","[""Minimalist Leather Belt"",""leather"",""minimalist"",""classic"",""everyday""]",2025-10-11 11:54:14.894317+00,2025-10-11 11:54:14.894317+00
b0de0f60-82c8-4e43-a209-4528f01d0b4a,Leather Tote Bag,leather-tote-bag,"Studio product of leather tote on white seamless, slight shadow, front view, texture detail, high-end",Structured full-grain leather tote,299.00,349.00,0.00,ebbb5784-413a-4116-9602-932c72ae68e7,"[""https://ewebogkmqavqoxloyefq.supabase.co/storage/v1/object/public/product-images/products/leather-tote-bag/leather-tote-bag.png"",""https://ewebogkmqavqoxloyefq.supabase.co/storage/v1/object/public/product-images/products/leather-tote-bag/leather-tote-bag_variant.png""]",true,true,16,A-BAG-TT-017,,"[""leather"",""tote"",""work"",""travel"",""luxury"",""sale""]","[""Leather Tote Bag"",""leather"",""tote"",""work"",""travel"",""luxury"",""sale""]",2025-10-11 11:54:13.14124+00,2025-10-11 11:54:13.14124+00
b6ce3169-694b-4c53-97e3-97364d3c6f4b,Suede Bomber Jacket,suede-bomber-jacket,"Men’s suede bomber on mannequin, white seamless, controlled highlights for suede, 3/4 angle, out of stock label optional",Soft suede zip bomber,399.00,499.00,0.00,5e0965c4-4360-4ae8-be77-3a4c07773a3f,"[""https://ewebogkmqavqoxloyefq.supabase.co/storage/v1/object/public/product-images/products/suede-bomber-jacket/suede-bomber-jacket.png"",""https://ewebogkmqavqoxloyefq.supabase.co/storage/v1/object/public/product-images/products/suede-bomber-jacket/suede-bomber-jacket_onfigure.png""]",false,true,0,M-JKT-SD-013,,"[""suede"",""outerwear"",""casual"",""fall"",""sale"",""limited""]","[""Suede Bomber Jacket"",""suede"",""outerwear"",""casual"",""fall"",""sale"",""limited""]",2025-10-11 11:54:08.054514+00,2025-10-11 11:54:08.054514+00
cd548d76-1702-4cf5-a5d1-c2101fac11f2,Selvedge Denim Jeans,selvedge-denim-jeans,"Flat lay or on-figure men’s selvedge jeans, white seamless, show selvedge edge, crisp texture",Slim selvedge raw denim,179.00,219.00,0.00,5e0965c4-4360-4ae8-be77-3a4c07773a3f,"[""https://ewebogkmqavqoxloyefq.supabase.co/storage/v1/object/public/product-images/products/selvedge-denim-jeans/selvedge-denim-jeans.png"",""https://ewebogkmqavqoxloyefq.supabase.co/storage/v1/object/public/product-images/products/selvedge-denim-jeans/selvedge-denim-jeans_onfigure.png""]",false,true,21,M-DNM-SV-010,,"[""denim"",""raw"",""classic"",""streetwear"",""durable"",""sale""]","[""Selvedge Denim Jeans"",""denim"",""raw"",""classic"",""streetwear"",""durable"",""sale""]",2025-10-11 11:54:03.875481+00,2025-10-11 11:54:03.875481+00
d9fd706a-05fe-4cbf-aa17-ef87fba1bb1b,Statement Hoop Earrings,statement-hoop-earrings,"Earrings on white acrylic stand, white seamless, macro-friendly sharpness, soft reflections",Polished metal hoop earrings,69.00,,0.00,ebbb5784-413a-4116-9602-932c72ae68e7,"[""https://ewebogkmqavqoxloyefq.supabase.co/storage/v1/object/public/product-images/products/statement-hoop-earrings/statement-hoop-earrings.png"",""https://ewebogkmqavqoxloyefq.supabase.co/storage/v1/object/public/product-images/products/statement-hoop-earrings/statement-hoop-earrings_variant.png""]",false,true,29,A-ER-HOOP-025,,"[""jewelry"",""statement"",""evening"",""gift""]","[""Statement Hoop Earrings"",""jewelry"",""statement"",""evening"",""gift""]",2025-10-11 11:54:20.191816+00,2025-10-11 11:54:20.191816+00
de2ff47e-217a-4f7d-be31-1b2a9926eda9,Silk Necktie,silk-necktie,"Silk tie rolled on white seamless, soft top lighting, color-true, subtle sheen",Hand-finished silk tie,49.00,,0.00,ebbb5784-413a-4116-9602-932c72ae68e7,"[""https://ewebogkmqavqoxloyefq.supabase.co/storage/v1/object/public/product-images/products/silk-necktie/silk-necktie.png"",""https://ewebogkmqavqoxloyefq.supabase.co/storage/v1/object/public/product-images/products/silk-necktie/silk-necktie_variant.png""]",false,true,40,A-TIE-SK-021,,"[""silk"",""formal"",""office"",""classic""]","[""Silk Necktie"",""silk"",""formal"",""office"",""classic""]",2025-10-11 11:54:16.653713+00,2025-10-11 11:54:16.653713+00
